"compound_name","filename","voltage","MS2"
"Shikimic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",20,"50.20842, 3565; 55.01756, 4163; 55.44489, 3767; 57.03325, 8724; 60.74025, 4334; 66.3084, 4054; 69.03337, 3909; 69.61981, 4076; 70.07954, 3494; 71.0125, 12828; 73.02829, 140103; 76.96882, 55550; 76.97847, 24275; 81.03326, 15165; 83.04904, 52161; 85.02828, 28194; 91.02872, 4635; 93.0334, 242673; 94.97945, 24946; 95.17651, 4095; 99.00756, 42459; 99.04395, 48749; 101.02309, 5268; 109.02831, 11616; 111.00746, 5438; 111.04403, 130366; 111.04841, 8244; 129.01796, 12421; 129.05453, 6406; 131.08112, 8097; 132.05557, 11409; 136.93564, 9863; 137.02335, 60873; 143.03404, 15184; 154.94643, 2514932; 154.95555, 106384; 155.03401, 28056; 157.65269, 4434; 172.9572, 414810; 172.96667, 37962; 173.04507, 40877; 173.11737, 4155; 177.68575, 3925; 55.01769, 29881; 55.85151, 8441; 57.03333, 30943; 58.00481, 16773; 58.52062, 8588; 59.01264, 16790; 61.13634, 8657; 61.20174, 9390; 65.03843, 13017; 66.2659, 7357; 67.02898, 11182; 68.21969, 9996; 69.03335, 32346; 71.01266, 56507; 71.04905, 22397; 72.99189, 20762; 73.02827, 965066; 75.8296, 8210; 76.96877, 72101; 76.97864, 10675; 81.03335, 77101; 83.04903, 303532; 84.74753, 8387; 85.02831, 190091; 93.03339, 1527672; 94.97926, 12963; 97.3829, 8915; 99.00758, 269337; 99.04397, 298680; 101.02316, 23424; 103.75959, 9385; 105.11962, 7941; 109.02831, 37545; 111.00762, 47025; 111.044, 743979; 111.26898, 9013; 113.02322, 10725; 113.36431, 8684; 115.35914, 9258; 119.42711, 8725; 128.28189, 8728; 129.01834, 83718; 129.05478, 13637; 132.05489, 11872; 137.02339, 413506; 138.53557, 8253; 140.55638, 8145; 142.68439, 9236; 143.03398, 89811; 152.50381, 8428; 154.12575, 8761; 154.94644, 2223664; 155.03412, 131905; 161.21754, 7368; 172.95723, 246028; 172.96594, 17989; 173.03683, 16651; 173.04478, 183003; 184.87172, 8079"
"Shikimic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",35,"51.37806, 4380; 55.01751, 4878; 55.29425, 3851; 57.03318, 11361; 58.00465, 4133; 59.11941, 4058; 62.82938, 3946; 69.03333, 9095; 71.01254, 13208; 71.04897, 4062; 72.99148, 4945; 73.02827, 176839; 76.96881, 96534; 76.97862, 36322; 81.03329, 22100; 83.049, 79221; 85.02831, 32798; 93.03339, 286700; 94.97942, 50485; 99.00753, 40658; 99.044, 48790; 101.02335, 4957; 109.02824, 4345; 111.03991, 7354; 111.04402, 103634; 129.01817, 13828; 131.08159, 6529; 132.05536, 4214; 136.93555, 7438; 137.02345, 58986; 140.12135, 4445; 146.03464, 6079; 153.36356, 4069; 154.94643, 1974916; 154.95567, 92716; 155.03426, 13529; 172.95717, 215116; 172.96657, 15670; 173.04507, 14487; 179.77876, 4440; 53.56367, 8583; 55.01771, 34967; 57.03339, 37728; 58.0048, 20732; 59.01266, 25049; 65.03847, 26007; 67.01771, 11932; 69.03336, 39175; 69.75254, 8362; 71.01266, 76770; 71.04901, 30359; 72.20094, 7700; 72.99193, 15479; 73.02829, 949825; 76.96884, 95019; 76.97855, 8681; 79.11971, 9879; 81.03344, 107813; 83.04905, 365005; 85.0283, 186791; 93.03341, 1485621; 94.97936, 20465; 99.0076, 226255; 99.04399, 272339; 99.878, 8310; 100.88697, 8036; 101.02326, 26531; 104.40945, 8696; 105.25343, 8604; 109.02853, 20489; 109.47069, 8043; 111.00768, 53205; 111.04401, 563871; 129.01825, 69907; 129.05457, 17299; 130.87234, 9103; 136.93486, 8907; 137.01733, 17024; 137.02338, 302156; 143.03398, 37782; 154.94644, 1863434; 155.03409, 73187; 172.95714, 148689; 173.04492, 42808"
"Shikimic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",50,"50.37809, 8028; 53.49562, 8107; 55.01768, 53152; 57.03329, 25869; 58.00478, 45474; 59.01262, 27085; 59.14586, 7490; 65.03846, 51466; 67.01751, 9257; 69.03333, 54334; 71.01263, 111152; 71.049, 32938; 72.99195, 11167; 73.02827, 646487; 76.96883, 265236; 76.97861, 18388; 81.03339, 145589; 82.13651, 9584; 83.04903, 352101; 85.02827, 120563; 93.0334, 1487555; 94.97934, 62759; 99.00753, 104049; 99.04395, 130854; 101.0232, 9223; 103.54434, 8084; 108.95004, 7875; 109.02827, 18404; 109.86506, 8794; 111.00758, 30513; 111.04399, 193506; 112.99406, 7408; 120.25526, 7427; 129.0182, 15849; 136.19711, 8265; 136.93556, 8137; 137.02345, 143468; 139.54755, 8671; 143.03374, 11474; 154.94643, 2094907; 172.95714, 105076; 50.21206, 3406; 50.23178, 3738; 52.47129, 3681; 54.02296, 3519; 54.41042, 3549; 55.01773, 7998; 57.0334, 14173; 58.00481, 8883; 62.95079, 4300; 63.99396, 3579; 65.01344, 7309; 65.03844, 10858; 69.03346, 12606; 71.01265, 21488; 71.04911, 12512; 73.02828, 154141; 73.03053, 8435; 76.96883, 269623; 76.97858, 73088; 78.66032, 3944; 78.95778, 25598; 81.03335, 30825; 83.04904, 75715; 85.0283, 28179; 85.0647, 3840; 91.02909, 5448; 93.0334, 335753; 94.97945, 145287; 99.00759, 23264; 99.04394, 25957; 109.0284, 5700; 111.04408, 46873; 111.08041, 5599; 129.89021, 3707; 137.02325, 27871; 148.2847, 3882; 150.27283, 4399; 154.94643, 2257987; 154.95544, 85799; 159.64168, 4390; 169.74663, 3991; 172.95709, 227150; 174.38037, 4259"
"Shikimic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",100,"55.01773, 7772; 59.96606, 11327; 62.96289, 15305; 65.03845, 40536; 66.41386, 4032; 68.62783, 4205; 69.03323, 5745; 71.0127, 15801; 73.02829, 9731; 75.02291, 4918; 75.96101, 55243; 76.96884, 1129836; 76.97854, 91991; 78.95785, 105990; 79.95615, 7362; 81.03344, 6334; 83.04905, 7238; 93.03341, 151883; 94.97945, 470419; 102.5851, 4375; 109.51569, 4068; 110.14825, 4419; 136.93607, 6260; 144.79846, 4304; 147.2827, 4609; 154.94649, 1347862; 160.87602, 4847; 172.95718, 112913; 181.75514, 4887; 55.01774, 25826; 58.00477, 18808; 58.46494, 7607; 59.01257, 9475; 59.96606, 19949; 65.01339, 11975; 65.03842, 143751; 66.00011, 6679; 67.01775, 20451; 69.0334, 22103; 71.01263, 64430; 71.96932, 7274; 73.02837, 31194; 75.0228, 17796; 75.96098, 46191; 76.96883, 1082600; 76.97861, 21852; 78.95784, 20756; 79.95599, 11545; 81.03352, 37280; 83.04894, 16466; 88.36366, 7728; 93.03341, 596168; 94.97944, 267042; 113.08675, 8607; 115.81236, 8130; 119.34597, 6917; 120.71938, 7720; 123.97208, 6693; 134.50902, 6750; 154.94643, 1314606; 172.95717, 50102; 178.2737, 8022; 185.77518, 7522"
"Shikimic acid","210204_Std_4uMStdsMix2InH2O_neg2.mzML",NA,NA
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",20,"57.0333, 8947; 57.91648, 9407; 60.27454, 11104; 73.02827, 1525987; 77.60809, 9060; 83.41055, 8558; 83.88985, 8890; 84.30019, 10364; 85.18237, 10705; 90.4831, 10509; 91.60674, 9518; 93.95722, 9064; 99.00757, 138919; 99.92463, 1037431; 116.92739, 3907211; 117.01819, 219648; 122.25992, 9810"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",35,"54.61221, 9387; 56.22676, 9921; 62.47515, 10604; 73.02827, 1599558; 90.00859, 16482; 99.00761, 161143; 99.92463, 1126636; 116.9274, 4260586; 117.01821, 226268; 132.12209, 9997; 134.97177, 14538"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",50,"52.57937, 7965; 53.28795, 8968; 55.01767, 15484; 59.70427, 9506; 60.73618, 8970; 61.51557, 8503; 63.12529, 9111; 64.76758, 9561; 64.93613, 11946; 72.57845, 8375; 73.02828, 1422593; 81.99527, 9864; 84.56957, 8971; 91.2643, 9035; 99.00757, 92851; 99.92464, 1739799; 116.9274, 3442502; 117.01819, 97195; 130.37399, 9562"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg1.mzML",100,"51.81623, 10056; 54.43919, 12280; 58.09261, 9709; 63.11702, 10820; 63.30927, 10326; 73.02832, 163045; 73.03062, 15517; 94.36952, 11107; 99.92462, 6144694; 116.92741, 383278; 118.37238, 11384; 131.91446, 30088; 134.30916, 10721"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",20,"50.31827, 6343; 60.59691, 6886; 73.02827, 1609729; 77.38941, 7450; 78.55579, 6022; 80.5053, 6232; 90.00854, 12550; 99.00758, 126386; 99.76222, 5898; 99.92461, 408931; 115.47532, 6727; 116.92739, 1504703; 116.93282, 56894; 117.01817, 197806"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",35,"50.2602, 6346; 57.03325, 6872; 71.01267, 7026; 73.00781, 7388; 73.02828, 1646655; 84.04926, 7589; 93.80633, 6453; 99.00758, 128310; 99.92463, 449251; 102.04726, 6907; 112.73142, 6509; 116.92741, 1526546; 116.93285, 53224; 117.01821, 202620; 124.05003, 8206"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",50,"52.99478, 6017; 55.01764, 12518; 73.02827, 1417057; 81.6935, 5957; 90.00861, 8644; 99.0076, 89061; 99.92461, 614534; 116.92739, 1182722; 116.93285, 41046; 117.01821, 112387"
"Succinic acid","210204_Std_4uMStdsMix1InH2O_neg2.mzML",100,"66.39275, 6350; 73.02829, 168797; 75.96087, 12329; 75.99078, 6753; 99.92461, 1962262; 104.83804, 5669; 116.31355, 6311; 116.92744, 138947; 131.91476, 13324"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg1.mzML",20,"51.48921, 3390; 52.81918, 3322; 55.36644, 3406; 56.37545, 3704; 57.03342, 5430; 63.90147, 3341; 73.02827, 258158; 83.33368, 3616; 88.92687, 3742; 90.00858, 11898; 99.00758, 21293; 99.92459, 280168; 102.81223, 3785; 108.66916, 3760; 116.92737, 1019410; 117.00546, 3772; 117.01826, 32796; 51.05149, 3721; 53.03, 3531; 56.96471, 3877; 63.00607, 3525; 73.02827, 260646; 83.07876, 4635; 84.50932, 3919; 84.79457, 3852; 87.2972, 3352; 90.00848, 11493; 99.00751, 21670; 99.92461, 276827; 102.05619, 3811; 102.67715, 3270; 116.92738, 1011749; 117.0183, 32097"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg1.mzML",35,"56.44541, 4017; 56.7952, 3749; 57.03332, 7214; 70.52612, 3446; 73.02829, 286223; 73.10587, 3956; 80.34119, 3712; 82.95562, 4771; 86.39845, 3673; 87.28629, 3839; 90.00856, 16682; 99.00763, 28040; 99.92461, 258802; 107.62056, 3686; 108.81138, 3609; 116.92741, 893932; 117.01822, 33566; 123.62531, 4062; 123.9943, 3378; 131.20097, 3820; 134.97229, 3904; 56.52155, 3612; 58.82352, 3729; 60.36044, 3556; 67.44215, 3249; 73.02827, 241517; 78.07346, 4030; 90.00854, 16298; 98.13979, 3444; 99.00768, 17336; 99.92461, 272714; 113.69959, 3771; 116.92738, 953040; 117.01818, 32970; 117.04449, 3888; 120.18446, 3264; 122.61555, 3259; 123.54487, 3263"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg1.mzML",50,"53.14003, 3171; 73.02826, 211243; 82.07993, 3781; 84.69244, 3637; 90.00858, 10367; 94.21349, 3813; 99.00746, 11613; 99.9246, 406800; 116.92738, 845802; 117.01824, 14182; 134.97217, 5890; 56.22398, 3944; 59.80433, 3399; 59.84576, 4294; 61.0502, 3639; 71.04881, 3804; 73.02827, 220699; 76.84741, 3519; 76.96886, 4434; 81.77821, 4794; 82.35086, 4072; 90.00855, 20253; 99.00754, 12985; 99.92462, 374787; 116.9274, 737717; 117.01827, 16083; 119.75435, 3672"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg1.mzML",100,"72.07851, 4028; 73.02827, 21113; 75.96114, 4205; 81.45152, 3750; 88.89229, 3465; 90.00857, 9149; 99.9246, 1333693; 102.77812, 4134; 116.92738, 77499; 120.68102, 3875; 124.82064, 4316; 131.9144, 8804"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg2.mzML",20,"51.05381, 3665; 54.21058, 3479; 55.00666, 3103; 56.31071, 2964; 57.14474, 3406; 57.20652, 3452; 60.91314, 3131; 61.65453, 3382; 61.80178, 3668; 66.96165, 3860; 70.41811, 3166; 73.02826, 318061; 80.07686, 4207; 90.00854, 10503; 99.00755, 22063; 99.92461, 236137; 116.92738, 852734; 116.93285, 31975; 117.01823, 44429; 134.97237, 4779; 50.90125, 3767; 51.99969, 3334; 52.7056, 3528; 73.02828, 264952; 75.12317, 3518; 77.08885, 4039; 90.00852, 14056; 98.01309, 3711; 98.32899, 3613; 99.00768, 17274; 99.92462, 233716; 108.21049, 3904; 112.99271, 3787; 116.9274, 850998; 116.93277, 27533; 117.01813, 29406; 126.75968, 3520; 134.97185, 5145"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg2.mzML",35,"55.54786, 3920; 61.44564, 3264; 71.0491, 5160; 73.02827, 284205; 74.24527, 3496; 81.79848, 3653; 90.00859, 16944; 95.35407, 3465; 99.00746, 25762; 99.9246, 217137; 116.92739, 838836; 116.93279, 26699; 117.01816, 34957; 117.04475, 4623; 131.76677, 4261; 134.97208, 5091"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg2.mzML",50,"53.15791, 3943; 60.94741, 3518; 66.49679, 3727; 70.54794, 3315; 73.02826, 226579; 76.68554, 3304; 90.00859, 9829; 99.00758, 16027; 99.92461, 333800; 112.21465, 3569; 115.6267, 4210; 116.92738, 733391; 117.01831, 24446; 120.00368, 3882; 130.08351, 3513; 131.01453, 3788"
"Succinic acid","210204_Std_4uMStdsMix2InH2O_neg2.mzML",100,"56.48509, 3842; 69.95468, 3456; 73.02831, 28646; 75.96103, 5493; 90.00853, 8259; 92.29283, 4499; 99.92461, 1090184; 100.00548, 3774; 116.92739, 70563; 131.2807, 3498; 131.91447, 8229; 56.09813, 3559; 61.99352, 3224; 73.02831, 28667; 76.96882, 3981; 85.6115, 3334; 90.00868, 7189; 99.47356, 4181; 99.92462, 1183847; 103.93017, 4117; 112.63571, 3299; 116.92746, 74519; 124.03724, 3620; 131.9146, 8913; 134.39697, 4072"
"Succinic semialdehyde","210204_Std_4uMStdsMix1InH2O_neg1.mzML",NA,NA
"Succinic semialdehyde","210204_Std_4uMStdsMix1InH2O_neg2.mzML",NA,NA
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg1.mzML",20,"54.13278, 1113881; 55.01764, 2547746; 57.03332, 32050888; 57.31982, 1008844; 65.15205, 1077570; 70.17858, 1076058; 71.7258, 1166756; 73.02824, 1819252; 83.01263, 2681325; 86.05665, 1044250; 91.60478, 1134006; 92.98165, 1077085; 95.37067, 1010749; 101.02323, 25485708; 105.15421, 1221626"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg1.mzML",35,"55.01768, 2532512; 57.03333, 32657360; 58.97642, 1307264; 65.14075, 1065704; 73.02831, 2262624; 86.39004, 1043089; 101.0194, 1552190; 101.02319, 29837178; 108.33776, 1104870; 117.378, 1224182; 117.42046, 1225569"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg1.mzML",50,"51.86405, 925198; 53.14061, 973613; 55.01764, 2398768; 55.05186, 1083854; 57.03333, 28660936; 61.78833, 1037624; 64.86256, 1038749; 73.02818, 1303126; 82.2534, 1226864; 83.01269, 2532763; 93.74908, 1022240; 101.02323, 25041172; 50.56953, 1055764; 52.80238, 1350295; 54.38002, 1017654; 54.9571, 1158423; 55.01762, 1645697; 56.65217, 1104871; 57.03332, 34648736; 73.02827, 2471881; 75.57682, 1046262; 76.7496, 1205639; 81.91668, 1128218; 83.01259, 1511401; 96.14523, 994354; 101.02323, 27747436; 102.28351, 1101803; 103.09121, 1085202; 108.54026, 1026840; 117.98798, 1165308"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg1.mzML",100,"55.01762, 1170645; 55.77272, 991370; 56.3909, 1015773; 57.03331, 1302304; 57.22747, 1044774; 60.67302, 1119280; 67.58725, 1025057; 69.62557, 938995; 74.74922, 1084462; 78.86012, 885472; 81.94173, 985607; 82.73631, 1234493; 93.77298, 1107581; 103.99887, 1048516; 115.71327, 976254; 55.0177, 1258082; 57.03333, 1787594; 57.91125, 1038342; 58.08213, 968171; 66.60129, 1158108; 71.83964, 1149597; 90.88111, 1096065; 98.55796, 1230320; 107.07302, 987178"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg2.mzML",20,"55.01771, 1693366; 57.03334, 28709784; 72.20477, 1047753; 73.02831, 1426891; 83.01267, 2193984; 101.02323, 22953128; 103.14064, 1037107"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg2.mzML",35,"50.42398, 891552; 55.01768, 2123232; 55.64681, 925992; 57.03333, 34962568; 63.02302, 905835; 73.02821, 1934540; 83.01253, 2564506; 91.32227, 1010507; 92.77465, 932134; 101.02322, 28877226; 111.59286, 1109058; 51.20949, 974920; 53.6045, 1216729; 55.01766, 1858542; 55.86452, 977813; 57.03332, 26244002; 65.84228, 1128801; 69.4724, 1175249; 73.02831, 2394818; 77.84532, 1136302; 83.01267, 2560096; 85.49467, 1184306; 91.75999, 1171466; 95.26073, 1093511; 101.02324, 25778720"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg2.mzML",50,"50.74526, 1009500; 53.67447, 934048; 54.32117, 1091404; 55.01766, 1507967; 55.94596, 1043725; 57.03334, 31382794; 59.71133, 1161143; 73.02818, 2449476; 78.73972, 1128924; 83.01237, 2354554; 88.02759, 1023140; 95.41062, 1262504; 101.02323, 27430154; 107.57097, 1273647; 113.70079, 1152238; 50.14982, 999405; 55.01776, 1191482; 57.03333, 24373716; 66.53748, 1022091; 66.95903, 859811; 69.35381, 978541; 73.02824, 2533589; 75.89656, 858763; 80.68182, 949766; 83.01266, 1440760; 83.87952, 954150; 88.58761, 947757; 89.50241, 1053553; 101.02325, 22750676; 105.0625, 931050; 110.23721, 1108572; 111.65522, 1053510; 117.88908, 988100"
"Succinic semialdehyde","210204_Std_4uMStdsMix2InH2O_neg2.mzML",100,"52.43426, 1106256; 55.01771, 1895709; 78.84628, 960684; 82.6045, 1086398; 84.38177, 1071794; 55.01775, 1260316; 57.03329, 1625522; 66.63486, 983075; 77.28802, 1119999; 80.86887, 1094982; 82.94508, 1093395; 84.58272, 1242982; 103.73062, 1090079"
"Sucrose","210204_Std_4uMStdsMix1InH2O_neg1.mzML",20,"50.40416, 3696; 55.16362, 3277; 55.58825, 3603; 59.01261, 43124; 61.29703, 3290; 61.82946, 3955; 67.9978, 3551; 71.01261, 55121; 74.24834, 3447; 79.314, 3198; 83.01256, 3474; 87.00759, 6564; 89.02324, 193673; 93.4035, 3553; 101.02328, 40190; 113.0233, 41350; 116.64758, 3411; 119.02958, 6017; 119.03388, 64461; 119.08303, 3425; 131.03375, 10391; 139.38142, 3245; 143.03371, 13418; 149.0443, 7096; 161.04451, 14877; 174.6479, 3665; 178.44257, 3874; 179.0553, 60533; 216.13054, 67395; 216.1433, 8578; 294.39487, 4466; 341.10876, 26674; 344.87405, 3636; 57.92321, 4015; 59.01259, 153622; 68.42198, 3916; 71.01263, 206644; 72.99175, 7710; 81.64525, 4434; 83.79497, 4513; 84.83817, 4218; 85.02829, 6557; 85.53313, 4496; 87.00751, 26921; 89.02321, 681323; 96.40657, 4420; 101.02324, 189371; 113.01876, 5872; 113.02327, 140285; 119.03387, 290455; 123.42872, 4135; 124.03793, 4844; 125.02335, 7085; 131.03383, 41154; 136.06987, 4129; 143.03401, 76195; 149.04449, 31031; 152.87854, 3601; 161.04463, 73755; 161.05151, 6106; 173.3559, 4961; 179.05536, 235148; 198.46811, 5023; 216.125, 6901; 216.13544, 88088; 221.90324, 4228; 241.01352, 5020; 256.74521, 4526; 277.93289, 4523; 289.79651, 4344; 341.10876, 119557; 353.30417, 4218"
"Sucrose","210204_Std_4uMStdsMix1InH2O_neg1.mzML",35,"50.11067, 4177; 52.04323, 4381; 55.01762, 3631; 57.03333, 6387; 57.31468, 4080; 58.00482, 23708; 59.01262, 474330; 65.01651, 4399; 67.11112, 4449; 67.37866, 3852; 71.01263, 474648; 72.99191, 31933; 73.0283, 11192; 83.01257, 13036; 83.58073, 4836; 85.0283, 43900; 86.70879, 4620; 87.00751, 32440; 89.02322, 886892; 90.46441, 4225; 95.01263, 20898; 97.02845, 5088; 97.20805, 4181; 99.00748, 4347; 101.02325, 311173; 113.02327, 209052; 119.03386, 214183; 131.03403, 20698; 143.03401, 17538; 149.04471, 9370; 154.3354, 4371; 161.04433, 11662; 163.30656, 3977; 171.08165, 4467; 179.05539, 13012; 181.70154, 4465; 222.64659, 26388; 223.77284, 4367; 227.75266, 4118; 285.15475, 4658; 58.00488, 6138; 58.63754, 3199; 59.01262, 130874; 62.25351, 3682; 64.24487, 4340; 67.54818, 3406; 71.01265, 135147; 72.99196, 7491; 76.47726, 3813; 79.39521, 3348; 80.03719, 4438; 83.70568, 3278; 85.02821, 16082; 87.00758, 6359; 89.02322, 278006; 92.87205, 3466; 94.05717, 3615; 95.01267, 5634; 100.98333, 3258; 101.02328, 79753; 103.8005, 3532; 111.75498, 3481; 113.02328, 63605; 113.4009, 3945; 119.02905, 4170; 119.03387, 64735; 129.74248, 3218; 131.03387, 7423; 148.10725, 4398; 226.05014, 3625; 227.37073, 10871; 294.28622, 4073"
"Sucrose","210204_Std_4uMStdsMix1InH2O_neg1.mzML",50,"52.25485, 3509; 57.03323, 4696; 58.00478, 9033; 59.01262, 185610; 60.79035, 3177; 66.09473, 3785; 68.85883, 3329; 69.38537, 3818; 71.01263, 154942; 72.99194, 17038; 73.02831, 4145; 77.96124, 3275; 78.95778, 3891; 82.87367, 3341; 83.0127, 7485; 85.02836, 29870; 87.00748, 7618; 89.02325, 119006; 95.01263, 7000; 95.02649, 3605; 97.21279, 3403; 101.02327, 43775; 101.3268, 3566; 109.92163, 3340; 113.02322, 28507; 119.03379, 10093; 152.09186, 3977; 184.12016, 3782; 194.37689, 3980; 201.97028, 3808; 227.36736, 5753; 228.24173, 4215; 232.51875, 4253; 316.28894, 3860; 52.09465, 3346; 55.01772, 3771; 57.03334, 11270; 58.00479, 30717; 59.01263, 493729; 69.52618, 4112; 71.01264, 421356; 72.99189, 47360; 73.02835, 6215; 83.01271, 11937; 85.02832, 74954; 85.95641, 3789; 87.00757, 15345; 89.02325, 298394; 95.01268, 26277; 96.16859, 3790; 101.02332, 123797; 104.72369, 4499; 113.02332, 88068; 113.0275, 6189; 119.03388, 36749; 158.94174, 3566; 163.64366, 3477; 181.3036, 4023; 188.51772, 3463; 222.63588, 7846; 222.64854, 10071; 231.03725, 3357; 274.63559, 3591; 276.68753, 4183; 294.69858, 3934; 338.93192, 3913"
"Sucrose","210204_Std_4uMStdsMix1InH2O_neg1.mzML",100,"55.67979, 3214; 55.92961, 3113; 55.95829, 3112; 57.12821, 3123; 59.01263, 27217; 63.01762, 3046; 67.88648, 3059; 71.01263, 23548; 72.99176, 8003; 78.70255, 3209; 78.95789, 4530; 89.44733, 3761; 96.31649, 3660; 97.48743, 3502; 124.4202, 3493; 161.43535, 4074; 219.74051, 3632; 227.36261, 9117; 279.36328, 3856; 299.62283, 4028; 328.54605, 3349; 354.94244, 3161; 55.01765, 9934; 56.87788, 4259; 57.03337, 10737; 58.00476, 27959; 59.01261, 251434; 71.01264, 122890; 72.99192, 42085; 73.90137, 5064; 78.95786, 7432; 85.02824, 13316; 95.12214, 4001; 96.78036, 3634; 112.64067, 4744; 131.59811, 4849; 135.9949, 4080; 157.98695, 4150; 162.59621, 4585; 217.50575, 59118"
"Sucrose","210204_Std_4uMStdsMix1InH2O_neg2.mzML",20,"53.44516, 3272; 55.72087, 3340; 56.54501, 3344; 58.70464, 3472; 59.0126, 50829; 67.32114, 3556; 71.01263, 71596; 72.68536, 3328; 78.7858, 3563; 84.80157, 3788; 85.02827, 7521; 87.00755, 11507; 89.02322, 218324; 94.72554, 3955; 96.38509, 3183; 98.56961, 3455; 101.02322, 60866; 104.06573, 4095; 107.23436, 3543; 113.02325, 47461; 119.03384, 97951; 131.03386, 14230; 143.03381, 18158; 149.04443, 6972; 161.04482, 20229; 176.4464, 3562; 179.05536, 79394; 216.14655, 55313; 216.16029, 21325; 280.56927, 4031; 306.15231, 4037; 341.10892, 35740; 54.11393, 3266; 54.47551, 4109; 58.00473, 6944; 59.01263, 155376; 66.4434, 4841; 71.01263, 181159; 72.99191, 7005; 73.02837, 5127; 75.08971, 3848; 75.19234, 3587; 75.89154, 3604; 85.02829, 5668; 87.00755, 22608; 89.02323, 604337; 93.15704, 4039; 95.01277, 3820; 101.02325, 158274; 113.02331, 135375; 113.02662, 2734; 119.03387, 250241; 123.55549, 4408; 125.02341, 5899; 131.03384, 39495; 143.03407, 59274; 149.04459, 20210; 159.72629, 4461; 161.04453, 58310; 175.1665, 3650; 179.0554, 195076; 188.34657, 4076; 198.16354, 3723; 203.86517, 3915; 216.14188, 43765; 216.15544, 31632; 254.36215, 3941; 263.81955, 4072; 286.14713, 3812; 301.67651, 4681; 341.10907, 97491; 349.65051, 4562"
"Sucrose","210204_Std_4uMStdsMix1InH2O_neg2.mzML",35,"51.94623, 4539; 55.01758, 4267; 57.03329, 8418; 58.0048, 15497; 59.01262, 479127; 60.32137, 3393; 71.01263, 483898; 72.99188, 38856; 73.02832, 7835; 75.00766, 4465; 81.03367, 4001; 81.77911, 4302; 83.0127, 10240; 85.02831, 40408; 87.00757, 27375; 89.02324, 893006; 95.01259, 15627; 95.39252, 4867; 99.00782, 4570; 101.02327, 288747; 105.50029, 3841; 107.1628, 4448; 110.55877, 4461; 113.02331, 196399; 119.03392, 221627; 129.01813, 6275; 130.15845, 4109; 131.0338, 19815; 133.90001, 4458; 143.034, 18358; 149.04454, 8055; 161.04463, 9840; 168.2607, 4384; 179.05545, 11876; 219.90607, 4467; 227.36432, 7624; 305.13745, 4096; 318.25546, 4186; 50.64999, 3642; 59.01262, 118458; 60.82439, 3610; 64.7606, 3554; 71.01266, 135652; 72.17472, 3927; 72.99186, 6735; 73.02822, 4834; 75.26801, 3158; 85.02829, 5865; 87.00758, 4691; 89.02324, 247587; 91.83411, 3435; 101.02327, 75748; 113.01937, 4112; 113.02331, 46986; 118.1271, 3346; 119.03392, 47970; 130.58511, 3678; 131.03329, 5099; 157.91307, 3661; 227.37112, 9885; 298.04233, 3652"
