,Compound.Type,Column,Compound.Name,,IUPAC.Name,InChI.Key.Name,Canon.SMILES.Name
334,New3,RP,Inosine,,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one",UGQMRVRMYYASKQ-KQYNXXCUSA-N,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
335,New3,HILIC,Hordenine,,4-[2-(dimethylamino)ethyl]phenol,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,CN(C)CCC1=CC=C(C=C1)O
336,New3,RP,Hordenine,,4-[2-(dimethylamino)ethyl]phenol,KUBCEEMXQZUPDQ-UHFFFAOYSA-N,CN(C)CCC1=CC=C(C=C1)O
337,New3,HILIC,Allopurinol,,"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one",OFCNXPDARWKPPY-UHFFFAOYSA-N,C1=NNC2=C1C(=O)NC=N2
338,New3,HILIC,Allopurinol,,,,
339,New3,RP,Allopurinol,,"1,5-dihydropyrazolo[3,4-d]pyrimidin-4-one",OFCNXPDARWKPPY-UHFFFAOYSA-N,C1=NNC2=C1C(=O)NC=N2
340,New3,HILIC,Urocanic acid,,(E)-3-(1H-imidazol-5-yl)prop-2-enoic acid,LOIYMIARKYCTBW-OWOJBTEDSA-N,C1=C(NC=N1)C=CC(=O)O
341,New3,HILIC,Urocanic acid,,,,
342,New3,HILIC,Hydroxyisoleucine,,"(2S,3R,4S)-2-amino-4-hydroxy-3-methylpentanoic acid",OSCCDBFHNMXNME-YUPRTTJUSA-N,CC(C(C)O)C(C(=O)O)N
343,New3,HILIC,Hydroxyisoleucine,,,,
344,New3,HILIC,Deoxyadenosine,,"(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",OLXZPDWKRNYJJZ-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
345,New3,RP,Deoxyadenosine,,"(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol",OLXZPDWKRNYJJZ-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
346,New3,HILIC,beta-Alanine,,3-aminopropanoic acid,UCMIRNVEIXFBKS-UHFFFAOYSA-N,C(CN)C(=O)O
347,New3,HILIC,Melamine,,"1,3,5-triazine-2,4,6-triamine",JDSHMPZPIAZGSV-UHFFFAOYSA-N,C1(=NC(=NC(=N1)N)N)N
348,New3,HILIC,Maltose,,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",GUBGYTABKSRVRQ-QUYVBRFLSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
349,New3,HILIC,Lactose,,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",GUBGYTABKSRVRQ-DCSYEGIMSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
350,New3,HILIC,Lactose,,,,
351,New4,HILIC,Acetylcholine,,2-acetyloxyethyl(trimethyl)azanium,OIPILFWXSMYKGL-UHFFFAOYSA-N,CC(=O)OCC[N+](C)(C)C
352,New4,HILIC,L-Cysteinesulfinic acid,,(2R)-2-amino-3-sulfinopropanoic acid,ADVPTQAUNPRNPO-REOHCLBHSA-N,C(C(C(=O)O)N)S(=O)O
353,New4,HILIC,L-Cysteinesulfinic acid,,,,
354,New4,HILIC,beta-Alaninebetaine,,3-(trimethylazaniumyl)propanoate,ACZVSMNFVFBOTM-UHFFFAOYSA-N,C[N+](C)(C)CCC(=O)[O-]
355,New5,HILIC,5-Methylcytosine,,6-amino-5-methyl-1H-pyrimidin-2-one,LRSASMSXMSNRBT-UHFFFAOYSA-N,CC1=C(NC(=O)N=C1)N
356,New5,HILIC,N6-Methyladenine,,N-methyl-7H-purin-6-amine,CKOMXBHMKXXTNW-UHFFFAOYSA-N,CNC1=NC=NC2=C1NC=N2
357,New5,HILIC,Carnosine,,(2S)-2-(3-aminopropanoylamino)-3-(1H-imidazol-5-yl)propanoic acid,CQOVPNPJLQNMDC-ZETCQYMHSA-N,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
358,New5,HILIC,Carnosine,,,,
359,New5,HILIC,N-Acetyl-D-glucosamine,,"N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide",OVRNDRQMDRJTHS-RTRLPJTCSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O
360,New5,HILIC,"N6,N6,N6-Trimethyl-L-lysine",,(2S)-2-amino-6-(trimethylazaniumyl)hexanoate,MXNRLFUSFKVQSK-QMMMGPOBSA-N,C[N+](C)(C)CCCCC(C(=O)[O-])N
361,New5,HILIC,beta-Glutamic acid,,3-aminopentanedioic acid,BBJIPMIXTXKYLZ-UHFFFAOYSA-N,C(C(CC(=O)O)N)C(=O)O
362,New5,HILIC,Anserine,,(2S)-2-(3-aminopropanoylamino)-3-(3-methylimidazol-4-yl)propanoic acid,MYYIAHXIVFADCU-QMMMGPOBSA-N,CN1C=NC=C1CC(C(=O)O)NC(=O)CCN
363,New5,HILIC,Anserine,,,,
364,New5,HILIC,N-Acetylmuramic acid,,"(2R)-2-[(3R,4R,5S,6R)-3-acetamido-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoic acid",MNLRQHMNZILYPY-MKFCKLDKSA-N,CC(C(=O)O)OC1C(C(OC(C1O)CO)O)NC(=O)C
365,New5,HILIC,N-Acetylmuramic acid,,,,
366,New5,HILIC,Hypoxanthine,,"1,7-dihydropurin-6-one",FDGQSTZJBFJUBT-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC=N2
367,New5,HILIC,Hypoxanthine,,,,
368,Internal Standard,HILIC,"Glycine betaine, 13C5, 15N",,,,
369,Internal Standard,HILIC,"Adenine, 15N2",,,,
370,Internal Standard,HILIC,"Cytosine, 13C2, 15N3",,,,
371,Internal Standard,HILIC,"Guanine, 13C, 15N2",,,,
372,Internal Standard,HILIC,"Thymine, 2H4",,,,
373,Internal Standard,HILIC,"Uracil, 15N2, 2H2",,,,
374,New6,HILIC,Threonic acid,,"(2S,3R)-2,3,4-trihydroxybutanoic acid",JPIJQSOTBSSVTP-GBXIJSLDSA-N,C(C(C(C(=O)O)O)O)O
375,New6,HILIC,Propionylglycine,,2-(propanoylamino)acetic acid,WOMAZEJKVZLLFE-UHFFFAOYSA-N,CCC(=O)NCC(=O)O
376,New6,HILIC,Succinylglycine,,4-(carboxymethylamino)-4-oxobutanoic acid,HQESMQVYRAJTEA-UHFFFAOYSA-N,C(CC(=O)O)C(=O)NCC(=O)O
377,New6,HILIC,Acetylglycine,,2-acetamidoacetic acid,OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(=O)O
378,New6,HILIC,Butyrylglycine,,2-(butanoylamino)acetic acid,WPSSBBPLVMTKRN-UHFFFAOYSA-N,CCCC(=O)NCC(=O)O
379,New6,HILIC,Ergothioneine,,"(2S)-3-(2-sulfanylidene-1,3-dihydroimidazol-4-yl)-2-(trimethylazaniumyl)propanoate",SSISHJJTAXXQAX-ZETCQYMHSA-N,C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)[O-]
380,New6,HILIC,"2,3-Pyridinedicarboxylic acid",,"pyridine-2,3-dicarboxylic acid",GJAWHXHKYYXBSV-UHFFFAOYSA-N,C1=CC(=C(N=C1)C(=O)O)C(=O)O
381,New6,HILIC,Glutamylphenylalanine,,(2S)-2-amino-5-[[(1S)-1-carboxy-2-phenylethyl]amino]-5-oxopentanoic acid,XHHOHZPNYFQJKL-QWRGUYRKSA-N,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CCC(C(=O)O)N
382,New6,HILIC,Glutamylphenylalanine,,,,
383,New6,HILIC,N-Acetyl-L-glutamic acid,,(2S)-2-acetamidopentanedioic acid,RFMMMVDNIPUKGG-YFKPBYRVSA-N,CC(=O)NC(CCC(=O)O)C(=O)O
384,New6,HILIC,N-Acetyl-L-glutamic acid,,,,
385,New6,HILIC,(3-Carboxypropyl)trimethylammonium,,,,
386,Internal Standard,HILIC,"Arsenobetaine, 13C2",,,,
